nsYMD,KOSPI,KOSDAQ,PORT_ASSET,P_return,Q_return,PORT_return,P_DD,Q_DD,PORT_DD,P-PORT_DD,Q-PORT_DD
20201104,2343.31,818.46,9927136975,,,,,,,,
20201105,2357.32,826.97,10043322353,,,,,,,,
20201106,2413.79,844.8,10040371970,,,,,,,,
20201109,2416.5,836.78,10239520710,,,,,,,,
20201110,2447.2,851.21,10332391864,,,,,,,,
20201111,2452.83,840.79,10405947577,,,,,,,,
20201112,2485.87,839.9,10720718094,,,,,,,,
20201113,2475.62,840.08,10732222543,,,,,,,,
20201116,2493.87,839.14,10843672588,,,,,,,,
20201117,2543.03,847.33,10785686075,,,,,,,,
20201118,2539.15,839.47,10951855448,,,,,,,,
20201119,2545.64,851.74,10969868415,,,,,,,,
20201120,2547.42,859.94,11040746005,,,,,,,,
20201123,2553.5,870.18,11063044639,,,,,,,,
20201124,2602.59,873.29,11112334738,,,,,,,,
20201125,2617.76,872.1,10941277144,,,,,,,,
20201126,2601.54,865.12,10992164265,,,,,,,,
20201127,2625.91,874.53,11038450699,,,,,,,,
20201130,2633.45,885.56,11173662958,,,,,,,,
20201201,2591.34,886.11,11204951471,,,,,,,,
20201202,2634.25,891.29,11328846210,,,,,,,,
20201203,2675.9,899.34,11486577526,,,,,,,,
20201204,2696.22,907.61,11402044587,,,,,,,,
20201207,2731.45,913.76,11375272324,,,,,,,,
20201208,2745.44,926.88,11299301066,,,,,,,,
20201209,2700.93,906.84,11443922527,,,,,,,,
20201210,2755.47,913.81,11503913012,,,,,,,,
20201211,2746.46,921.7,11562393527,,,,,,,,
20201214,2770.06,928.44,11441369206,,,,,,,,
20201215,2762.2,929.54,11353573814,,,,,,,,
20201216,2756.82,931.27,11545197923,,,,,,,,
20201217,2771.79,939.65,11523585923,,,,,,,,
20201218,2770.43,944.04,11594004802,,,,,,,,
20201221,2772.18,947.24,11657518804,,,,,,,,
20201222,2778.65,953.58,11407499019,,,,,,,,
20201223,2733.68,928.73,11579858650,,,,,,,,
20201224,2759.82,923.17,11590539139,,,,,,,,
20201228,2806.86,928.68,11585783277,,,,,,,,
20201229,2808.6,927,11869798078,,,,,,,,
20201230,2820.51,957.41,12260182781,,,,,,,,
20210104,2873.47,968.42,12535453853,,,,,,,,
20210105,2944.45,977.62,12753837257,,,,,,,,
20210106,2990.57,985.76,13031761757,,,,,,,,
20210107,2968.21,981.39,13289804921,,,,,,,,
20210108,3031.68,988.86,13264558506,,,,,,,,
20210111,3152.18,987.79,13027723142,,,,,,,,
20210112,3148.45,976.63,12989666135,,,,,,,,
20210113,3125.95,973.72,13215701463,,,,,,,,
20210114,3148.29,979.13,13387955685,,,,,,,,
20210115,3149.93,980.29,13229787245,,,,,,,,
20210118,3085.9,964.44,13066906994,,,,,,,,
20210119,3013.93,944.67,13722544390,,,,,,,,
20210120,3092.66,957.75,13840197207,,,,,,,,
20210121,3114.55,977.66,14048253756,,,,,,,,
20210122,3160.84,981.4,14012926095,,,,,,,,
20210125,3140.63,979.98,14240713700,,,,,,,,
20210126,3208.99,999.3,14032059800,,,,,,,,
20210127,3140.31,994,13928603595,,,,,,,,
20210128,3122.56,985.92,13487460815,,,,,,,,
20210129,3069.05,961.23,12937274570,,,,,,,,
20210201,2976.21,928.73,13276748570,,,,,,,,
20210202,3056.53,956.92,13780430346,,,,,,,,
20210203,3096.81,963.81,14034517676,,,,,,,,
20210204,3129.68,970.69,14092253290,,,,,,,,
20210205,3087.55,964.58,14313767150,,,,,,,,
20210208,3120.63,967.42,14226967273,,,,,,,,
20210209,3091.24,960.78,14160551984,,,,,,,,
20210210,3084.67,957.85,14396276117,,,,,,,,
20210215,3100.58,964.31,14643212962,,,,,,,,
20210216,3147,981.97,15093665601,,,,,,,,
20210217,3163.25,977.74,15127752496,,,,,,,,
20210218,3133.73,979.77,14947897886,,,,,,,,
20210219,3086.66,967.42,14908010491,,,,,,,,
20210222,3107.62,965.11,14926707286,,,,,,,,
20210223,3079.75,954.29,14635391051,,,,,,,,
20210224,3070.09,936.6,14148960516,,,,,,,,
20210225,2994.98,906.31,14591144596,,,,,,,,
20210226,3099.69,936.21,14331118311,,,,,,,,
20210302,3012.95,913.94,14365829191,,,,,,,,
20210303,3043.87,923.17,14528207069,,,,,,,,
20210304,3082.99,930.8,14717746504,,,,,,,,
20210305,3043.49,926.2,14589584104,,,,,,,,
20210308,3026.26,923.48,14562909868,,,,,,,,
20210309,2996.11,904.77,14391694913,,,,,,,,
20210310,2976.12,896.36,14410531813,,,,,,,,
20210311,2958.12,890.07,14550208604,,,,,,,,
20210312,3013.7,908.01,14665313164,,,,,,,,
20210315,3054.39,925.49,14930089479,,,,,,,,
20210316,3045.71,926.9,15122785836,,,,,,,,
20210317,3067.17,940.65,15185877636,,,,,,,,
20210318,3047.5,943.78,15310844011,,,,,,,,
20210319,3066.01,949.83,15290913939,,,,,,,,
20210322,3039.53,952.11,15356985354,,,,,,,,
20210323,3035.46,955.38,15169468414,,,,,,,,
20210324,3004.74,946.31,15251540199,,,,,,,,
20210325,2996.35,953.82,15386924024,,,,,,,,
20210326,3008.33,954.99,15546010028,,,,,,,,
20210329,3041.01,956.7,15701504644,,,,,,,,
20210330,3036.04,954.1,15808842459,,,,,,,,
20210331,3070,958.06,15867239399,,,,,,,,
20210401,3061.42,956.17,16006154513,,,,,,,,
20210402,3087.4,965.78,16240895047,,,,,,,,
20210405,3112.8,970.09,16574948323,,,,,,,,
20210406,3120.83,969.77,16648680426,,,,,,,,
20210407,3127.08,968.63,16936975075,,,,,,,,
20210408,3137.41,973.22,16922698145,,,,,,,,
20210409,3143.26,982.02,17040282697,,,,,,,,
20210412,3131.88,989.39,17399949166,,,,,,,,
20210413,3135.59,1000.65,17243960881,,,,,,,,
20210414,3169.08,1010.37,17451785486,,,,,,,,
20210415,3182.38,1014.42,17441212501,,,,,,,,
20210416,3194.33,1013.9,17654910637,,,,,,,,
20210419,3198.62,1021.62,17810220694,,,,,,,,
20210420,3198.84,1029.46,18126553177,,,,,,,,
20210421,3220.7,1031.88,18106494613,,,,,,,,
20210422,3171.66,1022.22,18241610081,,,,,,,,
20210423,3177.52,1025.71,18228895706,,,,,,,,
20210426,3186.1,1026.82,18403146841,,,,,,,,
20210427,3217.53,1030.06,18395758501,,,,,,,,
20210428,3215.42,1021.01,17902690926,,,,,,,,
20210429,3181.47,998.27,17872975546,,,,,,,,
20210430,3174.07,990.69,17798819476,,,,,,,,
20210503,3147.86,983.45,17760250266,,,,,,,,
20210504,3127.2,961.81,17764416506,,,,,,,,
20210506,3147.37,967.2,18013507296,,,,,,,,
20210507,3178.74,969.99,18148686531,,,,,,,,
20210510,3197.2,978.3,18357321538,,,,,,,,
20210511,3249.3,992.8,18326395781,,,,,,,,
20210512,3209.43,978.61,18032987891,,,,,,,,
20210513,3161.66,967.1,17776468491,,,,,,,,
20210514,3122.11,951.77,17837044651,,,,,,,,
20210517,3153.32,966.72,17727439576,,,,,,,,
20210518,3134.52,962.5,18010846856,,,,,,,,
20210520,3173.05,969.1,18213628557,,,,,,,,
20210521,3162.28,971.13,18047675652,,,,,,,,
20210524,3156.42,965.63,17668479512,,,,,,,,
20210525,3144.3,948.37,17901193537,,,,,,,,
20210526,3171.32,962.07,18001553902,,,,,,,,
20210527,3168.43,966.06,18147703699,,,,,,,,
20210528,3165.51,974.08,18245462394,,,,,,,,
20210531,3188.73,977.46,18525638769,,,,,,,,
20210601,3203.92,981.78,18719342548,,,,,,,,
20210602,3221.87,984.59,18939855973,,,,,,,,
20210603,3224.23,981.1,18940209037,,,,,,,,
20210604,3247.43,990.19,19178143524,,,,,,,,
20210607,3240.08,987.58,19214444022,,,,,,,,
20210608,3252.12,985.86,19207902847,,,,,,,,
20210609,3247.83,986.12,19199711560,,,,,,,,
20210610,3216.18,978.79,19099233132,,,,,,,,
20210611,3224.64,987.77,19321697674,,,,,,,,
20210614,3249.32,991.13,19389858274,,,,,,,,
20210615,3252.13,997.41,19564366284,,,,,,,,
20210616,3258.63,997.37,19688595877,,,,,,,,
20210617,3278.68,998.49,19705479257,,,,,,,,
20210618,3264.96,1003.72,19759579324,,,,,,,,
20210621,3267.93,1015.88,19430107652,,,,,,,,
20210622,3240.79,1010.99,19697900532,,,,,,,,
20210623,3263.88,1011.56,19392749877,,,,,,,,
20210624,3276.19,1016.46,19439152858,,,,,,,,
20210625,3286.1,1012.62,19542419246,,,,,,,,
20210628,3302.84,1012.13,19803870038,,,,,,,,
20210629,3301.89,1017.91,19748695609,,,,,,,,
20210630,3286.68,1022.52,19870396224,,,,,,,,
20210701,3296.68,1029.96,19987338134,,,,,,,,
20210702,3282.06,1035.64,19989320306,,,,,,,,
20210705,3281.78,1038.18,19919050243,,,,,,,,
20210706,3293.21,1047.33,20031499745,,,,,,,,
20210707,3305.21,1044.96,19786446254,,,,,,,,
20210708,3285.34,1047.36,19357257754,,,,,,,,
20210709,3252.68,1034.48,19044522141,,,,,,,,
20210712,3217.95,1028.93,19487154560,,,,,,,,
20210713,3246.47,1034.64,19789010332,,,,,,,,
20210714,3271.38,1043.31,19684318401,,,,,,,,
20210715,3264.81,1044.98,19810749926,,,,,,,,
20210716,3286.22,1054.31,19740759899,,,,,,,,
20210719,3276.91,1051.98,19642306424,,,,,,,,
20210720,3244.04,1049.83,19412056807,,,,,,,,
20210721,3232.7,1043.64,19290086072,,,,,,,,
20210722,3215.91,1042.03,19374630772,,,,,,,,
20210723,3250.21,1050.25,19450731042,,,,,,,,
20210726,3254.42,1055.5,19149416417,,,,,,,,
20210727,3224.95,1047.63,19364908482,,,,,,,,
20210728,3232.53,1046.55,19120462172,,,,,,,,
20210729,3236.86,1035.68,19308544982,,,,,,,,
20210730,3242.65,1044.13,19163378492,,,,,,,,
20210802,3202.32,1031.14,19028732622,,,,,,,,
20210803,3223.04,1037.8,18813984122,,,,,,,,
20210804,3237.14,1036.11,19123516802,,,,,,,,
20210805,3280.38,1047.93,19380866897,,,,,,,,
20210806,3276.13,1059.54,19237044277,,,,,,,,
20210809,3270.36,1059.8,19082137592,,,,,,,,
20210810,3260.42,1060,18806376172,,,,,,,,
20210811,3243.19,1052.07,18578583147,,,,,,,,
20210812,3220.62,1051.92,18562230377,,,,,,,,
20210813,3208.38,1054.09,18195561782,,,,,,,,
20210817,3171.29,1040.78,17350245567,,,,,,,,
20210818,3143.09,1011.05,17602542159,,,,,,,,
20210819,3158.93,1021.08,16971320784,,,,,,,,
20210820,3097.83,991.15,16245546994,,,,,,,,
20210823,3060.51,967.9,16716956339,,,,,,,,
20210824,3090.21,993.18,17368749506,,,,,,,,
20210825,3138.3,1013.18,17490938301,,,,,,,,
20210826,3146.81,1017.78,17425609511,,,,,,,,
20210827,3128.53,1020.44,17724582761,,,,,,,,
20210830,3133.9,1023.51,18102740479,,,,,,,,
20210831,3144.19,1031.84,18163748575,,,,,,,,
20210901,3199.27,1038.33,18328383339,,,,,,,,
20210902,3207.02,1045.98,18472235139,,,,,,,,
20210903,3175.85,1047.19,18652857184,,,,,,,,
20210906,3201.06,1053.85,18738175945,,,,,,,,
20210907,3203.33,1052.96,18953936951,,,,,,,,
20210908,3187.42,1054.43,19025394414,,,,,,,,
20210909,3162.99,1037.22,18989417046,,,,,,,,
20210910,3114.7,1034.62,19001773051,,,,,,,,
20210913,3125.76,1037.91,18956997531,,,,,,,,
20210914,3127.86,1026.34,18964781521,,,,,,,,
20210915,3148.83,1037.74,18949599674,,,,,,,,
20210916,3153.4,1042.79,18833003898,,,,,,,,
20210917,3130.09,1039.43,18739782998,,,,,,,,
20210923,3140.51,1046.12,18355775763,,,,,,,,
20210924,3127.58,1036.26,18206674263,,,,,,,,
20210927,3125.24,1037.03,18259038043,,,,,,,,
20210928,3133.64,1034.82,17973139818,,,,,,,,
20210929,3097.92,1012.51,17908376338,,,,,,,,
20210930,3060.27,1001.46,18164501881,,,,,,,,
20211001,3068.82,1003.27,17729132901,,,,,,,,
20211005,3019.18,983.2,17126786577,,,,,,,,
20211006,2962.17,955.37,16290096727,,,,,,,,
20211007,2908.31,922.36,16933180232,,,,,,,,
20211008,2959.46,953.43,17126637482,,,,,,,,
20211012,2956.3,953.11,17015518382,,,,,,,,
20211013,2916.38,940.15,17272824387,,,,,,,,
20211014,2944.41,953.47,17792742462,,,,,,,,
20211015,2988.64,983.43,18194161492,,,,,,,,
20211018,3015.06,990.54,18026977057,,,,,,,,
20211019,3006.68,993.86,17926979664,,,,,,,,
20211020,3029.04,1005.35,17875430958,,,,,,,,
20211021,3013.13,1001.62,17949793903,,,,,,,,
20211022,3007.33,993.7,17684706988,,,,,,,,
20211025,3006.16,995.07,17883201778,,,,,,,,
20211026,3020.54,994.31,17959207818,,,,,,,,
20211027,3049.08,1011.76,17795864908,,,,,,,,
20211028,3025.49,1008.95,17745997003,,,,,,,,
20211029,3009.55,1000.13,17616747308,,,,,,,,
20211101,2970.68,992.33,17480527148,,,,,,,,
20211102,2978.94,998.57,17732354698,,,,,,,,
20211103,3013.49,1009.44,17622753673,,,,,,,,
20211104,2975.71,1005,17435455778,,,,,,,,
20211105,2983.22,1001.43,17186082233,,,,,,,,
20211108,2969.27,1001.35,17366103293,,,,,,,,
20211109,2960.2,1002.5,17325595633,,,,,,,,
20211110,2962.46,1008.68,16843017478,,,,,,,,
20211111,2930.17,987.75,16606564118,,,,,,,,
20211112,2924.92,992.65,16972137233,,,,,,,,
20211115,2968.8,1009.07,17275075625,,,,,,,,
20211116,2999.52,1029.03,17073694190,,,,,,,,
20211117,2997.21,1035.46,17017865360,,,,,,,,
20211118,2962.42,1031.26,16957491690,,,,,,,,
20211119,2947.38,1032.77,17010156010,,,,,,,,
20211122,2971.02,1041.92,17050680185,,,,,,,,
20211123,3013.25,1032.31,16956107330,,,,,,,,
20211124,2997.33,1013.72,16871763920,,,,,,,,
20211125,2994.29,1020.13,16728750595,,,,,,,,
20211126,2980.27,1015.66,16272174120,,,,,,,,
20211129,2936.44,1005.89,15785236425,,,,,,,,
20211130,2909.32,992.34,15081960835,,,,,,,,
20211201,2839.01,965.63,15521933530,,,,,,,,
20211202,2899.72,977.15,15860061528,,,,,,,,
20211203,2945.27,977.43,16097036828,,,,,,,,
20211206,2968.33,998.47,16298568928,,,,,,,,
20211207,2973.25,991.87,16401182480,,,,,,,,
20211208,2991.72,996.64,16458336302,,,,,,,,
20211209,3001.8,1006.04,16582537552,,,,,,,,
20211210,3029.57,1022.87,16540153831,,,,,,,,
20211213,3010.23,1011.57,16534115596,,,,,,,,
20211214,3001.66,1005.96,16399030261,,,,,,,,
20211215,2987.95,1002.81,16377843501,,,,,,,,
20211216,2989.39,1003.52,16443308457,,,,,,,,
20211217,3006.41,1007.86,16568815209,,,,,,,,
20211220,3017.73,1001.26,16167796539,,,,,,,,
20211221,2963,990.51,16234034062,,,,,,,,
20211222,2975.03,996.6,16523225108,,,,,,,,
20211223,2984.48,1000.13,16582330343,,,,,,,,
20211224,2998.17,1003.31,16748286388,,,,,,,,
20211227,3012.43,1007.42,16730827558,,,,,,,,
20211228,2999.55,1011.36,16728208773,,,,,,,,
20211229,3020.24,1027.44,16731917987,,,,,,,,
20211230,2993.29,1028.05,16915645124,,,,,,,,
20220103,2977.65,1033.98,17036514531,,,,,,,,
20220104,2988.77,1037.83,17199375261,,,,,,,,
20220105,2989.24,1031.66,17212578126,,,,,,,,
20220106,2953.97,1009.62,17136116971,,,,,,,,
20220107,2920.53,980.3,17591210184,,,,,,,,
20220110,2954.89,995.16,17405839603,,,,,,,,
20220111,2926.72,980.38,17098091598,,,,,,,,
20220112,2927.38,969.92,17461653238,,,,,,,,
20220113,2972.48,991.33,17716814194,,,,,,,,
20220114,2962.09,983.25,17625391390,,,,,,,,
20220117,2921.92,971.39,17257613530,,,,,,,,
20220118,2890.1,957.9,16888798940,,,,,,,,
20220119,2864.24,943.94,16608956905,,,,,,,,
20220120,2842.28,933.9,16922108820,,,,,,,,
20220121,2862.68,958.7,16777924656,,,,,,,,
20220124,2834.29,942.85,16325217911,,,,,,,,
20220125,2792,915.4,15904760892,,,,,,,,
20220126,2720.39,889.44,16032119077,,,,,,,,
20220127,2709.24,882.09,15368515457,,,,,,,,
20220128,2614.49,849.23,15816765382,,,,,,,,
20220203,2663.34,872.87,16367511367,,,,,,,,
20220204,2707.82,891.6,16828574558,,,,,,,,
20220207,2750.26,902.87,16821327663,,,,,,,,
