nsYMD,KOSPI,KOSDAQ,PORT_ASSET,P_return,Q_return,PORT_return,P_DD,Q_DD,PORT_DD,P-PORT_DD,Q-PORT_DD
20070102,1434.46,606.15,49724576,,,,,,,,
20070103,1435.26,608.72,49271512,,,,,,,,
20070104,1409.35,602.69,49174465,,,,,,,,
20070105,1397.29,603.94,49028667,,,,,,,,
20070108,1385.76,602.35,48914313,,,,,,,,
20070109,1370.81,597.83,49198692,,,,,,,,
20070110,1374.34,601.95,48668947,,,,,,,,
20070111,1355.79,596.78,49227903,,,,,,,,
20070112,1365.31,600.94,49742150,,,,,,,,
20070115,1388.37,608.01,49756023,,,,,,,,
20070116,1390.96,608.47,49422122,,,,,,,,
20070117,1389.71,605.5,49028230,,,,,,,,
20070118,1379.48,598.17,48533606,,,,,,,,
20070119,1383.21,597.05,47191456,,,,,,,,
20070122,1360.56,583.62,46813372,,,,,,,,
20070123,1363.41,577.12,46515486,,,,,,,,
20070124,1363.09,571.04,47545386,,,,,,,,
20070125,1383.06,580.27,47429822,,,,,,,,
20070126,1382.36,583.58,47589391,,,,,,,,
20070129,1371.33,583.15,47852102,,,,,,,,
20070130,1363.1,582.48,48032326,,,,,,,,
20070131,1370.72,581.04,48516598,,,,,,,,
20070201,1360.23,576.37,48477971,,,,,,,,
20070202,1382.9,582.46,48997103,,,,,,,,
20070205,1413.14,591.72,48959093,,,,,,,,
20070206,1417.95,594.61,49321898,,,,,,,,
20070207,1428.58,596.22,49410699,,,,,,,,
20070208,1426.29,600.56,49274145,,,,,,,,
20070209,1423.58,601.82,49354310,,,,,,,,
20070212,1427.68,601.89,48788884,,,,,,,,
20070213,1414.29,599.19,49162769,,,,,,,,
20070214,1418.44,596.71,50096859,,,,,,,,
20070215,1436.1,602.78,50279643,,,,,,,,
20070216,1443.63,604.17,50593138,,,,,,,,
20070220,1448.81,605.07,50695813,,,,,,,,
20070221,1452.96,607.48,50900738,,,,,,,,
20070222,1451.38,608.16,51199088,,,,,,,,
20070223,1465.41,610.41,51180651,,,,,,,,
20070226,1469.88,610.83,52274736,,,,,,,,
20070227,1470.03,613.01,52216505,,,,,,,,
20070228,1454.6,611.52,51992082,,,,,,,,
20070302,1417.34,600.93,52999624,,,,,,,,
20070305,1414.47,606.99,52802448,,,,,,,,
20070306,1376.15,594.03,54162842,,,,,,,,
20070307,1402.93,601.96,54611404,,,,,,,,
20070308,1410.95,606.19,55147981,,,,,,,,
20070309,1423.89,611.69,55554330,,,,,,,,
20070312,1423.58,613.41,56157775,,,,,,,,
20070313,1441.33,619.62,56229383,,,,,,,,
20070314,1436.05,620.41,55752586,,,,,,,,
20070315,1407.37,613.31,57219617,,,,,,,,
20070316,1426.93,624.7,58224531,,,,,,,,
20070319,1427.88,631.39,59332134,,,,,,,,
20070320,1443.39,643.89,59733869,,,,,,,,
20070321,1444.17,645.37,59244341,,,,,,,,
20070322,1442.85,643.82,59470819,,,,,,,,
20070323,1448.53,645.77,58538173,,,,,,,,
20070326,1447.38,640.89,59015937,,,,,,,,
20070327,1449.77,640.88,58947830,,,,,,,,
20070328,1453.23,641.2,58617117,,,,,,,,
20070329,1439.74,636.82,58718058,,,,,,,,
20070330,1450.95,645.37,59152346,,,,,,,,
20070402,1452.55,648.99,59465163,,,,,,,,
20070403,1459.53,651.78,60157435,,,,,,,,
20070404,1463.75,655.22,61295881,,,,,,,,
20070405,1483.41,660.81,62470213,,,,,,,,
20070406,1482.04,663.98,63388799,,,,,,,,
20070409,1484.15,666,64593722,,,,,,,,
20070410,1501.06,670.54,64812747,,,,,,,,
20070411,1499.16,674.41,65462601,,,,,,,,
20070412,1513.42,676.7,65966239,,,,,,,,
20070413,1525.61,681.19,66928317,,,,,,,,
20070416,1520.78,685.22,67772147,,,,,,,,
20070417,1532.04,697.09,67310080,,,,,,,,
20070418,1528.66,690.16,67761986,,,,,,,,
20070419,1534.58,689.95,67030002,,,,,,,,
20070420,1513.66,682.85,68426982,,,,,,,,
20070423,1533.08,691.56,69075844,,,,,,,,
20070424,1544.35,692.01,69421466,,,,,,,,
20070425,1556.71,691.6,68667517,,,,,,,,
20070426,1545.55,683.66,68454085,,,,,,,,
20070427,1553.13,681.93,68222434,,,,,,,,
20070430,1542.52,675.52,68486865,,,,,,,,
20070502,1542.24,675.88,69093274,,,,,,,,
20070503,1553.3,682.07,70771282,,,,,,,,
20070504,1559.86,686.53,72015262,,,,,,,,
20070507,1567.74,693.44,73407211,,,,,,,,
20070508,1584.46,702.76,73645976,,,,,,,,
20070509,1582.65,698.25,75056468,,,,,,,,
20070510,1593.42,701.5,75346494,,,,,,,,
20070511,1599.68,704.44,75085201,,,,,,,,
20070514,1603.56,707.97,74778196,,,,,,,,
20070515,1605.77,703.83,75326549,,,,,,,,
20070516,1589.37,697.53,75935044,,,,,,,,
20070517,1600.6,701.4,76978774,,,,,,,,
20070518,1615.58,710.67,77596322,,,,,,,,
20070521,1612.25,711.08,78865587,,,,,,,,
20070522,1628.2,709.23,79594240,,,,,,,,
20070523,1642.88,710.86,80304817,,,,,,,,
20070525,1646.59,716.83,81815181,,,,,,,,
20070528,1644.56,719.54,83043417,,,,,,,,
20070529,1657.91,729.16,84169250,,,,,,,,
20070530,1661.8,734.82,84181184,,,,,,,,
20070531,1662.72,735.6,84626821,,,,,,,,
20070601,1700.91,747.87,83338984,,,,,,,,
20070604,1716.24,742.61,84619856,,,,,,,,
20070605,1737.59,745.49,85019501,,,,,,,,
20070607,1742.19,750.08,85867477,,,,,,,,
20070608,1753.04,761.84,85470644,,,,,,,,
20070611,1727.28,760.63,86350041,,,,,,,,
20070612,1716.56,758.69,87081558,,,,,,,,
20070613,1729.88,763.05,87533380,,,,,,,,
20070614,1721.99,765.53,88011572,,,,,,,,
20070615,1769.18,783.02,89131911,,,,,,,,
20070618,1772.26,800.61,90306862,,,,,,,,
20070619,1806.88,818.11,90845710,,,,,,,,
20070620,1807.85,819.97,90459561,,,,,,,,
20070621,1783.79,797.27,90656622,,,,,,,,
20070622,1794.24,810.36,91202326,,,,,,,,
20070625,1770.98,809.58,91510549,,,,,,,,
20070626,1757.73,796.8,89798987,,,,,,,,
20070627,1749.55,780.31,87147207,,,,,,,,
20070628,1733.1,761.03,88168580,,,,,,,,
20070629,1751.75,778.5,87381020,,,,,,,,
20070702,1743.6,778.69,88378051,,,,,,,,
20070703,1771.35,784.61,89070093,,,,,,,,
20070704,1805.5,796.71,89283770,,,,,,,,
20070705,1838.41,804.02,89730081,,,,,,,,
20070706,1847.79,802.87,89840904,,,,,,,,
20070709,1861.01,811.06,89298948,,,,,,,,
20070710,1883.59,813.59,90231641,,,,,,,,
20070711,1894.53,814.85,90537207,,,,,,,,
20070712,1889.96,820.02,91554895,,,,,,,,
20070713,1909.75,828.22,92354990,,,,,,,,
20070716,1962.93,825.4,93706012,,,,,,,,
20070718,1949.51,819.91,94681034,,,,,,,,
20070719,1930.7,818.92,94578260,,,,,,,,
20070720,1937.9,819.32,96266657,,,,,,,,
20070723,1983.54,825.33,97337497,,,,,,,,
20070724,1993.05,818.79,97384185,,,,,,,,
20070725,1992.26,813.47,97789239,,,,,,,,
20070726,2004.22,819.6,97468441,,,,,,,,
20070727,1963.54,817.28,95598430,,,,,,,,
20070730,1883.22,792.06,96202334,,,,,,,,
20070731,1906.71,794.19,98549172,,,,,,,,
20070801,1933.27,811.52,95651159,,,,,,,,
20070802,1856.45,789.46,96088216,,,,,,,,
20070803,1853.07,786.52,99143568,,,,,,,,
20070806,1876.8,798.86,99946084,,,,,,,,
20070807,1855.05,795.85,100774541,,,,,,,,
20070808,1859.82,800.83,101673294,,,,,,,,
20070809,1903.41,807.96,102407223,,,,,,,,
20070810,1908.68,812.69,100165930,,,,,,,,
20070813,1828.49,788.41,101273597,,,,,,,,
20070814,1849.26,786.2,99469499,,,,,,,,
20070816,1817.89,766.92,89299714,,,,,,,,
20070817,1691.98,689.07,86903212,,,,,,,,
20070820,1638.07,673.48,92749401,,,,,,,,
20070821,1731.27,721.59,94521989,,,,,,,,
20070822,1736.18,727.88,96146205,,,,,,,,
20070823,1759.5,741.43,97350442,,,,,,,,
20070824,1799.72,756.27,96908570,,,,,,,,
20070827,1791.33,754.16,97910259,,,,,,,,
20070828,1803.03,760.63,99293070,,,,,,,,
20070829,1829.31,760.43,100212953,,,,,,,,
20070830,1826.19,758.64,101734187,,,,,,,,
20070831,1841.7,765.6,102667946,,,,,,,,
20070903,1873.24,775.13,104012700,,,,,,,,
20070904,1881.81,778.89,103480324,,,,,,,,
20070905,1874.74,775.76,104479526,,,,,,,,
20070906,1865.59,773.54,105889829,,,,,,,,
20070907,1888.81,776.9,106098458,,,,,,,,
20070910,1884.9,775.85,104574200,,,,,,,,
20070911,1835.87,760.72,105188157,,,,,,,,
20070912,1847.36,767.32,103467521,,,,,,,,
20070913,1813.52,757.83,104201762,,,,,,,,
20070914,1848.02,767.39,106192607,,,,,,,,
20070917,1870.02,783.27,107393267,,,,,,,,
20070918,1871.68,784.75,105309844,,,,,,,,
20070919,1838.61,775.45,106847937,,,,,,,,
20070920,1902.65,784.67,106335907,,,,,,,,
20070921,1908.97,781.96,106030932,,,,,,,,
20070927,1919.26,788.41,105980320,,,,,,,,
20070928,1945.28,792.13,107357206,,,,,,,,
20071001,1946.48,794.56,108424356,,,,,,,,
20071002,1962.67,803.12,109065036,,,,,,,,
20071004,2014.09,810.32,107994142,,,,,,,,
20071005,2003.6,814.72,107842282,,,,,,,,
20071008,1996.03,813.51,108506342,,,,,,,,
20071009,2012.82,816.47,108582528,,,,,,,,
20071010,2014.13,812.8,108377756,,,,,,,,
20071011,2041.12,818.26,109553841,,,,,,,,
20071012,2058.85,817.28,107163712,,,,,,,,
20071015,2026.44,806.69,107077132,,,,,,,,
20071016,2035.39,813.93,104790307,,,,,,,,
20071017,2005.76,792.73,103899865,,,,,,,,
20071018,1983.94,780.22,105049795,,,,,,,,
20071019,2005.09,792.2,105881975,,,,,,,,
20071022,1970.1,786.93,103638586,,,,,,,,
20071023,1903.81,768.9,105626001,,,,,,,,
20071024,1947.98,789,104444368,,,,,,,,
20071025,1933.36,781.79,103755177,,,,,,,,
20071026,1976.75,793.7,104136014,,,,,,,,
20071029,2028.06,799.06,104333913,,,,,,,,
20071030,2062.92,807.31,105134008,,,,,,,,
20071031,2052.37,804.99,105728374,,,,,,,,
20071101,2064.85,810.07,105739009,,,,,,,,
20071102,2063.14,809.5,104777509,,,,,,,,
20071105,2019.34,797.66,104022466,,,,,,,,
20071106,2015.76,794.65,105039411,,,,,,,,
20071107,2054.24,800.92,104171600,,,,,,,,
20071108,2043.19,794.08,103045195,,,,,,,,
20071109,1979.56,779.65,103490909,,,,,,,,
20071112,1990.47,779.04,101811805,,,,,,,,
20071113,1923.42,754.73,101782015,,,,,,,,
20071114,1932.89,756.59,102896253,,,,,,,,
20071115,1972.58,764.15,102913494,,,,,,,,
20071116,1947.74,751.27,103145481,,,,,,,,
20071119,1926.2,755.29,101957731,,,,,,,,
20071120,1893.47,750.79,101032843,,,,,,,,
20071121,1872.24,739.47,98775178,,,,,,,,
20071122,1806.99,727.33,98522940,,,,,,,,
20071123,1799.02,722.04,95474582,,,,,,,,
20071126,1772.88,700.68,97177081,,,,,,,,
20071127,1855.33,721.41,96860501,,,,,,,,
20071128,1859.79,725.55,96925872,,,,,,,,
20071129,1834.69,723.54,97578217,,,,,,,,
20071130,1877.56,734.92,100018544,,,,,,,,
20071203,1906,741.84,99501071,,,,,,,,
20071204,1902.43,736.93,101271045,,,,,,,,
20071205,1917.83,747.53,101759494,,,,,,,,
20071206,1938.2,749.95,100840377,,,,,,,,
20071207,1953.17,751.57,101596839,,,,,,,,
20071210,1934.32,747.65,100791608,,,,,,,,
20071211,1906.42,739.19,100999790,,,,,,,,
20071212,1925.07,734.33,99685265,,,,,,,,
20071213,1927.45,729.52,100984889,,,,,,,,
20071214,1915.9,733.68,101153666,,,,,,,,
20071217,1895.05,725.53,99426059,,,,,,,,
20071218,1839.82,702.49,98775617,,,,,,,,
20071220,1861.47,709.47,97968608,,,,,,,,
20071221,1844.37,700.69,97663687,,,,,,,,
20071224,1878.32,697.46,98300270,,,,,,,,
20071226,1919.47,698.73,98494395,,,,,,,,
20071227,1906.72,692.02,98014101,,,,,,,,
20071228,1908.62,699.65,98329862,,,,,,,,
20080102,1897.13,704.23,98420121,,,,,,,,
20080103,1853.45,707.12,97456360,,,,,,,,
20080104,1852.73,714,97867876,,,,,,,,
20080107,1863.9,719.25,97145377,,,,,,,,
20080108,1831.14,711.77,97798287,,,,,,,,
20080109,1826.23,709.31,98072721,,,,,,,,
20080110,1844.47,712.71,98355398,,,,,,,,
20080111,1824.78,713.36,96983582,,,,,,,,
20080114,1782.27,699.24,96154612,,,,,,,,
20080115,1765.88,688.59,94618177,,,,,,,,
20080116,1746.95,673.25,92881991,,,,,,,,
20080117,1704.97,651.36,94657305,,,,,,,,
20080118,1723.55,651.91,94875571,,,,,,,,
20080121,1734.72,666.32,93447336,,,,,,,,
20080122,1683.56,651.87,90559381,,,,,,,,
20080123,1609.02,614.8,92152761,,,,,,,,
20080124,1628.42,619.98,94162948,,,,,,,,
20080125,1663,638.98,94508674,,,,,,,,
20080128,1692.41,653.78,92950654,,,,,,,,
20080129,1627.19,634.52,92440725,,,,,,,,
20080130,1637.91,632.67,90266511,,,,,,,,
20080131,1589.06,603.11,90958787,,,,,,,,
20080201,1624.68,608.84,90852190,,,,,,,,
20080204,1634.53,612.57,91804217,,,,,,,,
20080205,1690.13,638.38,93292184,,,,,,,,
20080211,1696.57,642.35,92730086,,,,,,,,
20080212,1640.67,629.94,93473025,,,,,,,,
20080213,1643.29,636.29,94055826,,,,,,,,
20080214,1631.78,635.89,94158030,,,,,,,,
20080215,1697.45,649.53,95021353,,,,,,,,
20080218,1694.77,651.57,95711442,,,,,,,,
20080219,1696.24,654.71,96394197,,,,,,,,
20080220,1720.52,660.75,95880329,,,,,,,,
20080221,1687.91,652.76,97236528,,,,,,,,
20080222,1704.36,654.41,97683282,,,,,,,,
20080225,1686.45,653.12,98440434,,,,,,,,
20080226,1709.13,653.83,99244002,,,,,,,,
20080227,1709.13,656.43,99883047,,,,,,,,
20080228,1720.89,655.05,101085668,,,,,,,,
20080229,1736.17,659.28,100675847,,,,,,,,
20080303,1711.62,655.94,99171989,,,,,,,,
20080304,1671.73,644.51,99115306,,,,,,,,
20080305,1676.18,645.39,99128278,,,,,,,,
20080306,1677.1,645.43,99954889,,,,,,,,
20080307,1697.44,652.55,99469140,,,,,,,,
20080310,1663.97,643.75,97351598,,,,,,,,
20080311,1625.17,622.6,96848291,,,,,,,,
20080312,1641.48,627.14,97793037,,,,,,,,
20080313,1658.83,631.29,96135198,,,,,,,,
20080314,1615.62,621.81,95005382,,,,,,,,
20080317,1600.26,617.71,91884836,,,,,,,,
20080318,1574.44,600.68,92236153,,,,,,,,
20080319,1588.75,600.1,93149529,,,,,,,,
20080320,1622.23,612.13,93295730,,,,,,,,
20080321,1623.39,609.32,93800093,,,,,,,,
20080324,1645.69,615.93,93937739,,,,,,,,
20080325,1655.3,619.6,93772215,,,,,,,,
20080326,1674.93,628.22,93116897,,,,,,,,
20080327,1679.67,628.38,92676347,,,,,,,,
20080328,1676.24,629.61,93279670,,,,,,,,
20080331,1701.83,636.67,93594499,,,,,,,,
20080401,1703.99,644.45,94182042,,,,,,,,
20080402,1702.25,643.46,94204062,,,,,,,,
20080403,1742.19,647.92,93891312,,,,,,,,
20080404,1763.63,649.26,94288418,,,,,,,,
20080407,1766.49,648.49,95204287,,,,,,,,
20080408,1773.56,654.1,94892213,,,,,,,,
20080410,1754.71,651.83,95250589,,,,,,,,
20080411,1764.64,652.68,95765999,,,,,,,,
20080414,1779.71,651.87,94975670,,,,,,,,
20080415,1746.71,641.03,95440574,,,,,,,,
20080416,1742.17,641.87,96244229,,,,,,,,
20080417,1758.56,641.71,96729176,,,,,,,,
20080418,1768.67,641.6,96946144,,,,,,,,
20080421,1771.9,643.75,97612624,,,,,,,,
20080422,1800.48,650.06,98086062,,,,,,,,
20080423,1787.49,650.58,98880842,,,,,,,,
20080424,1800.79,650.68,98609467,,,,,,,,
20080425,1799.34,648.79,98632502,,,,,,,,
20080428,1824.68,654.7,97439984,,,,,,,,
20080429,1823.17,647.6,97965012,,,,,,,,
20080430,1811.51,644.4,99809661,,,,,,,,
20080502,1825.47,647.02,100696646,,,,,,,,
20080506,1848.27,655.8,103586286,,,,,,,,
20080507,1859.06,652.91,104447647,,,,,,,,
20080508,1854.01,645.62,105940098,,,,,,,,
20080509,1848,649.29,106618445,,,,,,,,
20080513,1823.7,653.29,107340956,,,,,,,,
20080514,1842.8,655.44,105963461,,,,,,,,
20080515,1843.75,652.14,106651054,,,,,,,,
20080516,1885.71,653.54,107150932,,,,,,,,
20080519,1888.88,652.56,108217973,,,,,,,,
20080520,1885.37,652.65,108632373,,,,,,,,
20080521,1873.15,650.1,107822474,,,,,,,,
20080522,1847.51,645.48,107142647,,,,,,,,
20080523,1835.42,647.15,107552486,,,,,,,,
20080526,1827.94,649,105835358,,,,,,,,
20080527,1800.58,641.1,106542965,,,,,,,,
20080528,1825.23,644.38,106640855,,,,,,,,
20080529,1805.64,640.96,107549769,,,,,,,,
20080530,1841.22,646.8,108214501,,,,,,,,
20080602,1852.02,652.15,109125642,,,,,,,,
20080603,1847.53,651.11,110589581,,,,,,,,
20080604,1819.39,643.67,111581519,,,,,,,,
20080605,1833.81,645.85,111084013,,,,,,,,
20080609,1832.31,644.09,111356088,,,,,,,,
20080610,1808.96,637,110353052,,,,,,,,
20080611,1774.38,626.01,111219374,,,,,,,,
20080612,1781.67,628.67,111378750,,,,,,,,
20080613,1739.36,624.2,111178874,,,,,,,,
20080616,1747.35,622.15,111046863,,,,,,,,
20080617,1760.82,621.02,110571952,,,,,,,,
20080618,1750.71,612.41,110754854,,,,,,,,
20080619,1774.13,614.83,109774668,,,,,,,,
20080620,1740.72,610.99,109050897,,,,,,,,
20080623,1731,609.16,108642881,,,,,,,,
20080624,1715.59,605.71,107146739,,,,,,,,
20080625,1710.84,600.36,107219174,,,,,,,,
20080626,1717.79,601.72,107307701,,,,,,,,
20080627,1717.66,602.74,107298653,,,,,,,,
20080630,1684.45,594.63,107318618,,,,,,,,
20080701,1674.92,590.19,106989015,,,,,,,,
20080702,1666.46,580.77,104854008,,,,,,,,
20080703,1623.6,556.79,102744698,,,,,,,,
20080704,1606.54,546.49,101465669,,,,,,,,
20080707,1577.94,538.3,100294079,,,,,,,,
20080708,1579.72,534.17,96747876,,,,,,,,
20080709,1533.47,515.92,97202227,,,,,,,,
20080710,1519.38,522.29,97747920,,,,,,,,
20080711,1537.43,531.61,99484885,,,,,,,,
20080714,1567.51,542.96,99465062,,,,,,,,
20080715,1558.62,541.12,97819398,,,,,,,,
20080716,1509.33,523.02,97258429,,,,,,,,
20080717,1507.4,520.84,98302997,,,,,,,,
20080718,1525.56,527.81,97599732,,,,,,,,
20080721,1509.99,522.53,98696028,,,,,,,,
20080722,1562.92,531.25,98439116,,,,,,,,
20080723,1561.23,529.73,100674861,,,,,,,,
20080724,1591.76,536.23,101445306,,,,,,,,
20080725,1626.14,546.65,100561876,,,,,,,,
20080728,1597.93,543.26,100953258,,,,,,,,
20080729,1598.29,544.05,100085245,,,,,,,,
20080730,1567.2,535.36,100319021,,,,,,,,
20080731,1577.7,538.53,101108938,,,,,,,,
20080801,1594.67,539.44,101345174,,,,,,,,
20080804,1573.77,535.76,100188532,,,,,,,,
20080805,1543.05,526.49,99014270,,,,,,,,
20080806,1535.54,519.1,99865766,,,,,,,,
20080807,1578.71,525.75,100287615,,,,,,,,
20080808,1564,527.15,99667794,,,,,,,,
20080811,1568.72,525.54,100337271,,,,,,,,
20080812,1581.09,527.12,100569513,,,,,,,,
20080813,1577.12,526.46,100336741,,,,,,,,
20080814,1562.72,521.72,100878006,,,,,,,,
20080818,1572.19,522.81,100958551,,,,,,,,
20080819,1567.71,517.04,99240873,,,,,,,,
20080820,1541.41,507.81,99894488,,,,,,,,
20080821,1540.71,504.88,96624208,,,,,,,,
20080822,1512.59,495.15,94289022,,,,,,,,
20080825,1496.91,483.47,92968143,,,,,,,,
20080826,1502.11,484.37,91856977,,,,,,,,
20080827,1490.25,477.06,91173387,,,,,,,,
20080828,1493.92,474.66,90445400,,,,,,,,
20080829,1474.15,470.08,92010538,,,,,,,,
20080901,1474.24,470.28,86665029,,,,,,,,
20080902,1414.43,439.21,85007170,,,,,,,,
20080903,1407.14,418.14,86261209,,,,,,,,
20080904,1426.89,426.37,88879184,,,,,,,,
20080905,1426.43,438.44,87992753,,,,,,,,
20080908,1404.38,441.95,91453593,,,,,,,,
20080909,1476.65,459.42,89965418,,,,,,,,
20080910,1454.5,454.82,91277932,,,,,,,,
20080911,1464.98,451,91716612,,,,,,,,
20080912,1443.24,454.78,93354790,,,,,,,,
20080916,1477.92,466.91,86791781,,,,,,,,
20080917,1387.75,429.29,89668923,,,,,,,,
20080918,1425.26,444.93,87391228,,,,,,,,
20080919,1392.42,433.76,89403607,,,,,,,,
20080922,1455.78,446.46,89899095,,,,,,,,
20080923,1460.34,441.13,90229425,,,,,,,,
20080924,1481.37,445.72,90939058,,,,,,,,
20080925,1495.98,448.8,91247073,,,,,,,,
20080926,1501.63,451.03,91886032,,,,,,,,
20080929,1476.33,448.34,90463357,,,,,,,,
20080930,1456.36,446.05,89071951,,,,,,,,
20081001,1448.06,440.77,89454872,,,,,,,,
20081002,1439.67,440.95,88397526,,,,,,,,
20081006,1419.65,432.1,82980597,,,,,,,,
20081007,1358.75,406.39,81747029,,,,,,,,
20081008,1366.1,401.95,75711435,,,,,,,,
20081009,1286.69,371.47,75257533,,,,,,,,
20081010,1294.89,369.84,70204515,,,,,,,,
20081013,1241.47,350.28,74361385,,,,,,,,
20081014,1288.53,368.17,79682006,,,,,,,,
20081015,1367.69,396.32,78099721,,,,,,,,
20081016,1340.28,390.28,71286854,,,,,,,,
20081017,1213.78,354.43,71583629,,,,,,,,
20081020,1180.67,352.18,71056354,,,,,,,,
20081021,1207.63,353.09,70064771,,,,,,,,
20081022,1196.1,350.97,67312059,,,,,,,,
20081023,1134.59,335.53,61403905,,,,,,,,
20081024,1049.71,308.95,53777850,,,,,,,,
20081027,938.75,276.68,49376066,,,,,,,,
20081028,946.45,261.19,51778817,,,,,,,,
20081029,999.16,272.43,50309638,,,,,,,,
20081030,968.97,265.59,55974218,,,,,,,,
20081031,1084.72,296.05,58559283,,,,,,,,
20081103,1113.06,308.03,62481804,,,,,,,,
20081104,1129.08,325.56,63344618,,,,,,,,
20081105,1153.35,335.49,65514817,,,,,,,,
20081106,1181.5,340.85,59644760,,,,,,,,
20081107,1092.22,311.96,62471970,,,,,,,,
20081110,1134.49,325.54,64054741,,,,,,,,
20081111,1152.46,332.17,62772342,,,,,,,,
20081112,1128.73,325.74,61334174,,,,,,,,
20081113,1123.86,323.24,58906095,,,,,,,,
20081114,1088.44,311.55,60478210,,,,,,,,
20081117,1088.26,317.45,60692621,,,,,,,,
20081118,1078.32,314.98,59947159,,,,,,,,
20081119,1036.16,305.26,58168381,,,,,,,,
20081120,1016.82,297.41,52851572,,,,,,,,
20081121,948.69,273.06,54863678,,,,,,,,
20081124,1003.73,290.12,54583097,,,,,,,,
20081125,970.14,284.5,54420830,,,,,,,,
20081126,983.32,287.39,56151868,,,,,,,,
20081127,1029.78,295.51,57235838,,,,,,,,
20081128,1063.48,304.36,56799056,,,,,,,,
20081201,1076.07,307.48,58545906,,,,,,,,
20081202,1058.62,308.2,56967950,,,,,,,,
20081203,1023.2,299.58,57458849,,,,,,,,
20081204,1022.67,301.44,57187093,,,,,,,,
20081205,1006.54,298.92,57697979,,,,,,,,
20081208,1028.13,302.16,59985539,,,,,,,,
20081209,1105.05,316.71,61256709,,,,,,,,
20081210,1105.84,318.25,62165169,,,,,,,,
20081211,1145.87,324.15,62700003,,,,,,,,
20081212,1154.43,328.49,62932000,,,,,,,,
20081215,1103.82,320.07,66720081,,,,,,,,
20081216,1158.19,335.15,67767410,,,,,,,,
20081217,1161.56,337.85,69529116,,,,,,,,
20081218,1169.75,338.83,71012104,,,,,,,,
20081219,1175.91,340.3,70464334,,,,,,,,
20081222,1180.97,342.45,70903203,,,,,,,,
20081223,1179.61,346.04,69608750,,,,,,,,
20081224,1144.31,338.76,69644631,,,,,,,,
20081226,1128.51,333.73,70321903,,,,,,,,
20081229,1117.86,332.26,68899848,,,,,,,,
20081230,1117.59,329.18,69797060,,,,,,,,
20090102,1124.47,332.05,70651173,,,,,,,,
20090105,1157.4,339.76,70610388,,,,,,,,
20090106,1173.57,342.77,71875139,,,,,,,,
20090107,1194.28,348.41,73638498,,,,,,,,
20090108,1228.17,356.13,74998125,,,,,,,,
20090109,1205.7,356.52,76143288,,,,,,,,
20090112,1180.96,358.48,75452952,,,,,,,,
20090113,1156.75,351.35,76744080,,,,,,,,
20090114,1167.71,355.13,79409775,,,,,,,,
20090115,1182.68,364.63,76025981,,,,,,,,
20090116,1111.34,343.35,78016516,,,,,,,,
20090119,1135.2,354.6,79016619,,,,,,,,
20090120,1150.65,363.13,77506485,,,,,,,,
20090121,1126.81,358.19,76986678,,,,,,,,
20090122,1103.61,352.43,78335041,,,,,,,,
20090123,1116.23,358.58,77009276,,,,,,,,
20090128,1093.4,352.83,79353201,,,,,,,,
20090129,1157.98,361.68,80559365,,,,,,,,
20090130,1166.56,363.98,80847691,,,,,,,,
20090202,1162.11,364.9,81216398,,,,,,,,
20090203,1146.95,365.77,82114190,,,,,,,,
20090204,1163.2,372.28,84357881,,,,,,,,
20090205,1195.37,378.88,83845769,,,,,,,,
20090206,1177.88,373.49,85637813,,,,,,,,
20090209,1210.26,378.79,86021107,,,,,,,,
20090210,1202.69,376.83,86507756,,,,,,,,
20090211,1198.87,380.26,87168712,,,,,,,,
20090212,1190.18,383.41,88277895,,,,,,,,
20090213,1179.84,385.92,90561573,,,,,,,,
20090216,1192.44,395.69,92306429,,,,,,,,
20090217,1175.47,402.87,86863526,,,,,,,,
20090218,1127.19,383.17,87425818,,,,,,,,
20090219,1113.19,390.07,87339237,,,,,,,,
20090220,1107.1,384.67,84717207,,,,,,,,
20090223,1065.95,367.14,87249711,,,,,,,,
20090224,1099.55,375.57,86067636,,,,,,,,
20090225,1063.88,370.11,86220290,,,,,,,,
20090226,1067.08,362.08,85239367,,,,,,,,
20090227,1054.79,358.65,85268802,,,,,,,,
20090302,1063.03,363.21,82308254,,,,,,,,
20090303,1018.81,349.71,81889992,,,,,,,,
20090304,1025.57,347.76,84742929,,,,,,,,
20090305,1059.26,359.9,85094681,,,,,,,,
20090306,1058.18,362.16,86007995,,,,,,,,
20090309,1055.03,365.18,88290353,,,,,,,,
20090310,1071.73,378.73,90402837,,,,,,,,
20090311,1092.2,377.92,93080747,,,,,,,,
20090312,1127.51,385.69,93515934,,,,,,,,
20090313,1128.39,386.59,95116805,,,,,,,,
20090316,1126.03,389.27,94990805,,,,,,,,
20090317,1125.46,387.77,96823900,,,,,,,,
20090318,1163.88,394.66,96938748,,,,,,,,
20090319,1169.95,398.6,97707663,,,,,,,,
20090320,1161.81,393.94,99458989,,,,,,,,
20090323,1170.94,400.71,101155019,,,,,,,,
20090324,1199.5,409.23,102839894,,,,,,,,
20090325,1221.7,412.39,104571118,,,,,,,,
20090326,1229.02,419.29,104827722,,,,,,,,
20090327,1243.8,427.27,105342632,,,,,,,,
20090330,1237.51,421.24,102959318,,,,,,,,
20090331,1197.46,412.01,104320075,,,,,,,,
20090401,1206.26,421.44,106664409,,,,,,,,
20090402,1233.36,430.97,109109419,,,,,,,,
